2021-04-13 12:58:41.475 | INFO     | __main__:run:49 - Running the thread!
2021-04-13 12:59:20.548 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:21.550 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:22.552 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:23.553 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:24.555 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:25.557 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:26.558 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:27.559 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:28.561 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:29.563 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:30.565 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:31.567 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:32.569 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:33.570 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:34.572 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:35.574 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:36.576 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:37.577 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:38.579 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:39.581 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:40.583 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:41.585 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:42.586 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:43.588 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:44.590 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:45.592 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:46.594 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:47.596 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:48.597 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:49.599 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:50.602 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:51.604 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:52.605 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:53.607 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:54.609 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:55.610 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:56.612 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:57.613 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:58.615 | INFO     | __main__:run:52 - Hello world
2021-04-13 12:59:59.617 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:00.619 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:34.229 | INFO     | __main__:run:49 - Running the thread!
2021-04-13 13:00:35.231 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:36.233 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:37.235 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:38.237 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:39.239 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:40.241 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:41.243 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:42.245 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:43.248 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:44.250 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:45.253 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:46.254 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:47.256 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:00:48.258 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:07.996 | INFO     | __main__:run:49 - Running the thread!
2021-04-13 13:01:08.998 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:10.001 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:11.004 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:12.006 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:13.007 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:14.010 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:15.012 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:16.015 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:17.017 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:18.007 | DEBUG    | __main__:kill:46 - Drone kill signal set
2021-04-13 13:01:18.020 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:18.021 | INFO     | __main__:run:53 - Exiting the program
2021-04-13 13:01:38.839 | INFO     | __main__:run:49 - Running the thread!
2021-04-13 13:01:39.840 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:40.843 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:41.844 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:42.845 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:43.847 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:44.848 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:45.849 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:46.851 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:47.852 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:48.846 | DEBUG    | __main__:kill:46 - Drone kill signal set
2021-04-13 13:01:48.853 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:01:48.854 | INFO     | __main__:run:53 - Exiting the program
2021-04-13 13:02:05.606 | INFO     | __main__:run:49 - Running the thread!
2021-04-13 13:02:06.608 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:02:07.611 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:02:08.613 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:02:09.615 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:02:10.618 | INFO     | __main__:run:52 - Hello world
2021-04-13 13:02:11.620 | INFO     | __main__:run:52 - Hello world
2021-04-13 18:43:18.821 | DEBUG    | __main__:_boot_zmq:90 - Bound pub socket [sensor] to tcp://127.0.0.1:50100
2021-04-13 18:44:23.433 | DEBUG    | __main__:_boot_zmq:90 - Bound pub socket [sensor] to tcp://127.0.0.1:50100
2021-04-13 18:44:40.007 | DEBUG    | __main__:_boot_zmq:90 - Bound pub socket [sensor] to tcp://127.0.0.1:50100
2021-04-13 18:44:40.007 | DEBUG    | __main__:_boot_zmq:96 - Connect sub socket [motor_ctrl] to tcp://127.0.0.1:50200
2021-04-13 18:44:40.008 | INFO     | __main__:run:70 - Running the thread!
2021-04-13 18:44:41.010 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:42.012 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:43.014 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:44.016 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:45.021 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:46.023 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:47.026 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:48.028 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:44:49.031 | INFO     | __main__:run:73 - Hello world
2021-04-13 18:49:38.423 | DEBUG    | __main__:_boot_zmq:91 - Bind pub socket [sensor] to tcp://127.0.0.1:50100
2021-04-13 18:49:38.424 | DEBUG    | __main__:_boot_zmq:97 - Connect sub socket [motor_ctrl] to tcp://127.0.0.1:50200
2021-04-13 18:49:38.424 | DEBUG    | __main__:_boot_zmq:97 - Connect sub socket [user_input] to tcp://127.0.0.1:50205
2021-04-13 18:49:38.424 | INFO     | __main__:run:71 - Running the thread!
2021-04-13 18:49:39.424 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:40.426 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:41.428 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:42.430 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:43.432 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:44.434 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:45.436 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:46.438 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:47.440 | INFO     | __main__:run:74 - Hello world
2021-04-13 18:49:48.441 | INFO     | __main__:run:74 - Hello world
2021-04-15 12:47:02.341 | DEBUG    | VDrone.connection:_boot_zmq:158 - Bind pub socket [sensor] to tcp://127.0.0.1:50100
2021-04-15 12:47:02.342 | DEBUG    | VDrone.connection:_boot_zmq:164 - Connect sub socket [system_control] to tcp://127.0.0.1:50200
2021-04-15 12:47:02.342 | DEBUG    | VDrone.connection:_boot_zmq:164 - Connect sub socket [user_input] to tcp://127.0.0.1:50205
2021-04-15 12:47:04.107 | INFO     | VDrone.connection:run:81 - Running the thread!
2021-04-15 12:47:05.109 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:06.111 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:07.113 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:08.115 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:09.117 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:10.119 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:11.121 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:12.123 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:13.125 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:14.127 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:15.129 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:16.131 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:17.133 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:18.135 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:19.137 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:20.139 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:21.141 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:22.143 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:23.145 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:24.147 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:25.149 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:26.150 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:27.152 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:28.154 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:29.156 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:30.157 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:31.158 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:32.160 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:33.162 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:34.164 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:35.166 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:36.168 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:37.170 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:38.172 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:39.173 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:39.271 | DEBUG    | VDrone.connection:kill:78 - Drone kill signal set
2021-04-15 12:47:40.175 | INFO     | VDrone.connection:run:84 - Hello world
2021-04-15 12:47:40.176 | INFO     | VDrone.connection:run:85 - Exiting the program
